domain,email,source_url,source_type,source_kind,found_in,crawl_depth,confidence_score,confidence_label,reason_flags,sighting_count,verification_status,deliverability_confidence,resolved_company_domain,identity_confidence
bradfieldcs.com,oz@csprimer.com,https://bradfieldcs.com/,httpx,site_page,cf_obfuscated,0,82,high,site_source|untyped_mailbox|domain_mismatch|sightings_1|verified,1,verified,90,bradfieldcs.com,40
paypal.com,,,,,,,0,reject,no_emails_found,0,unknown,0,paypal.com,0
branch.io,,,,,,,0,reject,no_emails_found,0,unknown,0,branch.io,0
branch.co,india@branch.co,https://branch.co/contact,httpx,site_page,cf_obfuscated,1,100,high,site_source|contact_page|untyped_mailbox|domain_match_exact|sightings_1|verified,1,verified,90,branch.co,90
brex.com,press@brex.com,https://www.brex.com/contact-us,httpx,site_page,mailto,1,100,high,site_source|contact_page|untyped_mailbox|domain_match_exact|sightings_2|verified,2,verified,90,brex.com,90
atom.com,,,,,,,0,reject,no_emails_found,0,unknown,0,atom.com,0
brightbytes.net,,,,,,,0,reject,no_emails_found,0,unknown,0,brightbytes.net,0
brightidea.com,support@brightidea.com,https://www.brightidea.com/contact/,httpx,site_page,mailto,1,100,high,site_source|contact_page|useful_mailbox|domain_match_exact|sightings_2|verified,2,verified,90,brightidea.com,90
brightpearl.com,,,,,,,0,reject,no_emails_found,0,unknown,0,brightpearl.com,0
brighttalk.com,,,,,,,0,reject,no_emails_found,0,unknown,0,brighttalk.com,0
broadcom.com,,,,,,,0,reject,no_emails_found,0,unknown,0,broadcom.com,0
broadly.com,support@broadly.com,https://broadly.com/contact-us/,httpx,site_page,mailto,1,100,high,site_source|contact_page|useful_mailbox|domain_match_exact|sightings_2|verified,2,verified,90,broadly.com,90
bugcrowd.com,sales@bugcrowd.com,https://www.bugcrowd.com/about/contact/,httpx,site_page,mailto,1,100,high,site_source|contact_page|useful_mailbox|domain_match_exact|sightings_1|verified,1,verified,90,bugcrowd.com,90
bugsnag.com,,,,,,,0,reject,no_emails_found,0,unknown,0,bugsnag.com,0
buildingconnected.com,,,,,,,0,reject,no_emails_found,0,unknown,0,buildingconnected.com,0
