domain,email,source_url,source_type,found_in,crawl_depth,confidence_score,confidence_label,reason_flags,sighting_count
mixpanel.com,grc@mixpanel.com,https://mixpanel.com/legal/security-overview,httpx,mailto,1,90,high,domain_exact_match|mailto_link,1
mixpanel.com,community@mixpanel.com,https://community.mixpanel.com/,httpx,html,1,80,high,domain_exact_match,1
mixpanel.com,bob@companyemail.com,https://mixpanel.com/partners/integrations,httpx,html,1,15,reject,domain_mismatch,1
olark.com,support@olark.com,https://www.olark.com/contact,httpx,mailto,1,100,high,domain_exact_match|contact_page|mailto_link|seen_3_pages|high_value_prefix,3
olark.com,privacy@olark.com,https://www.olark.com/privacy-policy,httpx,mailto,1,95,high,domain_exact_match|mailto_link|seen_2_pages|legal_or_compliance_mailbox,2
olark.com,gdpr@olark.com,https://www.olark.com/privacy-policy,httpx,mailto,1,95,high,domain_exact_match|mailto_link|seen_2_pages,2
olark.com,dpo@olark.com,https://www.olark.com/privacy-policy,httpx,mailto,1,95,high,domain_exact_match|mailto_link|seen_2_pages,2
olark.com,datainquiry@dpr.eu.com,https://www.olark.com/privacy-policy,httpx,mailto,1,30,reject,domain_mismatch|mailto_link|seen_2_pages,2
lockitron.com,,,,,,0,reject,no_emails_found,0
carwoo.com,,,,,,0,reject,no_emails_found,0
fanchatter.com,,,,,,0,reject,no_emails_found,0
plurchase.com,,,,,,0,reject,no_emails_found,0
graffitigeo.com,,,,,,0,reject,no_emails_found,0
azure.com,,,,,,0,reject,no_emails_found,0
renthop.com,,,,,,0,reject,no_emails_found,0
lingt.com,support@lingt.com,https://lingt.com/support/,httpx,mailto,1,98,high,domain_exact_match|mailto_link|high_value_prefix,1
lingt.com,help@lingt.com,https://lingt.com/privacy/,httpx,mailto,1,90,high,domain_exact_match|mailto_link,1
robohr.com,,,,,,0,reject,no_emails_found,0
adthrow.com,,,,,,0,reject,no_emails_found,0
stackq.com,,,,,,0,reject,no_emails_found,0
akemate.com,,,,,,0,reject,no_emails_found,0
instantq.com,,,,,,0,reject,no_emails_found,0
thesixtyone.com,,,,,,0,reject,no_emails_found,0
skysheet.com,,,,,,0,reject,no_emails_found,0
heyzap.com,,,,,,0,reject,no_emails_found,0
attvision.com,attvision.contact@gmail.com,https://attvision.com/,httpx,html,0,25,reject,domain_mismatch|seen_8_pages,8
attvision.com,toronila_andrei1997@yahoo.com,https://attvision.com/policies/privacy-policy,httpx,html,1,15,reject,domain_mismatch,1
foodoro.com,,,,,,0,reject,no_emails_found,0
volantio.com,sales@volantio.com,https://volantio.com/,httpx,mailto,0,100,high,domain_exact_match|mailto_link|seen_9_pages|high_value_prefix,9
airbnb.com,ac_guests_hg_en_s@3x.png,https://airbnb.com/help,httpx,html,1,15,reject,domain_mismatch,1
airbnb.com,our_community_policies@3x.png,https://airbnb.com/help,httpx,html,1,15,reject,domain_mismatch,1
divvyshot.com,,,,,,0,reject,no_emails_found,0
remail.com,,,,,,0,reject,no_emails_found,0
echodio.com,,,,,,0,reject,no_emails_found,0
cloudkick.com,,,,,,0,reject,no_emails_found,0
spaceslife.com,,,,,,0,reject,no_emails_found,0
picurio.com,,,,,,0,reject,no_emails_found,0
nambii.com,,,,,,0,reject,no_emails_found,0
voxli.com,,,,,,0,reject,no_emails_found,0
posterous.com,,,,,,0,reject,no_emails_found,0
polleverywhere.com,privacy@polleverywhere.com,https://www.polleverywhere.com/privacy-policy,httpx,mailto,1,90,high,domain_exact_match|mailto_link|legal_or_compliance_mailbox,1
polleverywhere.com,inquiries@polleverywhere.com,https://www.polleverywhere.com/terms,httpx,mailto,1,90,high,domain_exact_match|mailto_link,1
polleverywhere.com,support@polleverywhere.com,https://www.polleverywhere.com/terms,httpx,html,1,88,high,domain_exact_match|high_value_prefix,1
polleverywhere.com,johndoe@acmecorp.com,https://www.polleverywhere.com/privacy-policy,httpx,html,1,15,reject,domain_mismatch,1
ohlife.com,,,,,,0,reject,no_emails_found,0
cloudant.com,,,,,,0,reject,no_emails_found,0
jobalchemist.com,,,,,,0,reject,no_emails_found,0
frogmetrics.com,,,,,,0,reject,no_emails_found,0
anyvite.com,,,,,,0,reject,no_emails_found,0
co2stats.com,,,,,,0,reject,no_emails_found,0
justspotted.com,,,,,,0,reject,no_emails_found,0
picwing.com,,,,,,0,reject,no_emails_found,0
backtype.com,,,,,,0,reject,no_emails_found,0
precognate.com,,,,,,0,reject,no_emails_found,0
youlicit.com,,,,,,0,reject,no_emails_found,0
teamapart.com,,,,,,0,reject,no_emails_found,0
urbantakeover.at,,,,,,0,reject,no_emails_found,0
ticketstumbler.com,,,,,,0,reject,no_emails_found,0
snipd.com,hello@snipd.com,https://open.snipd.com/privacy-policy,httpx,mailto,1,100,high,domain_exact_match|mailto_link|seen_2_pages|high_value_prefix,2
popcuts.com,,,,,,0,reject,no_emails_found,0
peopleandpages.com,hello@peopleandpages.com,https://peopleandpages.com/,httpx,mailto,0,100,high,domain_exact_match|mailto_link|seen_13_pages|high_value_prefix,13
playreader.com,,,,,,0,reject,no_emails_found,0
gotreehouse.com,,,,,,0,reject,no_emails_found,0
slinkset.com,,,,,,0,reject,no_emails_found,0
trigger.io,,,,,,0,reject,no_emails_found,0
rescuetime.com,contact@rescuetime.com,https://rescuetime.com/contact,httpx,mailto,1,100,high,domain_exact_match|contact_page|mailto_link|high_value_prefix,1
rescuetime.com,sales@rescuetime.com,https://rescuetime.com/security,httpx,html,1,88,high,domain_exact_match|high_value_prefix,1
athinkingape.com,,,,,,0,reject,no_emails_found,0
ninite.com,contact@ninite.com,https://ninite.com/about,httpx,mailto,1,100,high,domain_exact_match|about_or_team_page|mailto_link|seen_5_pages|high_value_prefix,5
ninite.com,sales@ninite.com,https://ninite.com/pro,httpx,mailto,1,98,high,domain_exact_match|mailto_link|high_value_prefix,1
mz.com,,,,,,0,reject,no_emails_found,0
mightyquiz.com,,,,,,0,reject,no_emails_found,0
fathomdb.com,,,,,,0,reject,no_emails_found,0
omnisio.com,,,,,,0,reject,no_emails_found,0
heroku.com,feedback@heroku.com,https://signup.heroku.com/,httpx,mailto,1,90,high,domain_exact_match|mailto_link,1
heroku.com,heroku-abuse@salesforce.com,https://www.heroku.com/contact/,httpx,mailto,1,40,low,domain_mismatch|contact_page|mailto_link,1
example.com,,,,,,0,reject,no_emails_found,0
